k0,S
227.44336021714355,10.233215392332895
817.5413850318756,13.419982704799207
536.060276854146,12.693959564726484
712.3339634956969,9.654511881909137
773.5273774084376,12.902484765343253
662.1888086595554,9.619452088310647
665.821784107516,13.324000410324071
448.9297508952196,8.039291962795469
375.8412921694325,8.559191462856884
791.2604025541702,10.162592257885164
674.7834791126182,17.399072917045988
548.2000192668606,17.06278522566926
904.51465943787,19.699663912909624
740.8849670421832,15.34404698898129
943.6128292494766,11.684134355221321
843.7750196848192,10.89518176233223
667.0242692883805,11.9431833433758
861.664687876045,11.248632176258264
660.1358945964869,17.296920952787758
568.7579175822892,14.046325021427226
1092.6674186896435,10.082821242231809
1746.7000083541175,7.387003208189516
1777.6788204915154,12.45537323223089
1264.6991959268948,13.637692580600065
1724.4650940998986,10.305492594805608
1094.280129367578,5.273185769769592
1963.201268593119,7.711263765602424
1735.887807861312,9.261541009058716
1815.570848453961,7.210221601203349
1870.7534302459242,10.572826133335562
